epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2660.05,0.71552,0.70221,1.12571,0.82614,0.92615,0.90271,0.65606,0.65023,0.69756,1.05311,0.00132997,0.00132997,0.00132997
23,2769.68,0.69685,0.69262,1.1261,0.85683,0.88756,0.91292,0.60294,0.71472,0.76389,1.12214,0.00132525,0.00132525,0.00132525
24,2877.31,0.72259,0.71639,1.15692,0.91295,0.86762,0.91414,0.62827,0.6921,0.71407,1.10315,0.00132054,0.00132054,0.00132054
25,2986.53,0.69624,0.69862,1.12833,0.74343,0.81019,0.80124,0.62281,0.63613,0.74565,1.02633,0.00131582,0.00131582,0.00131582
26,3096.3,0.72252,0.66495,1.14027,0.87664,0.92932,0.90868,0.66682,0.62875,0.80917,1.05332,0.00131111,0.00131111,0.00131111
27,3202.71,0.77226,0.72065,1.1822,0.9135,0.89145,0.9365,0.66704,0.71188,0.60301,1.12834,0.00130639,0.00130639,0.00130639
28,3311.26,0.70844,0.66613,1.13004,0.84778,0.82129,0.94478,0.66215,0.75782,0.65506,1.15824,0.00130168,0.00130168,0.00130168
29,3424.52,0.72566,0.66431,1.12681,0.75734,0.81132,0.87708,0.64873,0.64643,0.61261,1.06904,0.00129696,0.00129696,0.00129696
30,3539.35,0.68847,0.63136,1.13345,0.79662,0.90792,0.93571,0.69138,0.67067,0.61339,1.08414,0.00129224,0.00129224,0.00129224
31,3649.16,0.69315,0.62253,1.11832,0.79159,0.91001,0.91273,0.70181,0.64184,0.60423,1.03197,0.00128753,0.00128753,0.00128753
32,3759.96,0.67931,0.6283,1.11621,0.88163,0.92941,0.94205,0.70415,0.57545,0.53032,0.9675,0.00128281,0.00128281,0.00128281
33,3868.75,0.65082,0.57234,1.0903,0.87542,0.92339,0.92727,0.70635,0.57092,0.54793,0.98872,0.0012781,0.0012781,0.0012781
34,3980.18,0.65554,0.58769,1.09899,0.89916,0.97395,0.9737,0.6565,0.68065,0.58997,1.10275,0.00127338,0.00127338,0.00127338
35,4089.05,0.67021,0.6098,1.1084,0.79393,0.91102,0.89529,0.64758,0.67497,0.58777,1.08353,0.00126867,0.00126867,0.00126867
36,4198.07,0.65733,0.60489,1.10747,0.85043,0.87516,0.90052,0.61034,0.64851,0.57246,1.05508,0.00126395,0.00126395,0.00126395
37,4307.51,0.6741,0.59255,1.11999,0.63472,0.92014,0.81496,0.49273,0.77828,0.64635,1.17208,0.00125923,0.00125923,0.00125923
38,4416.52,0.66272,0.58371,1.10912,0.94895,0.9254,0.93496,0.6217,0.69098,0.56375,1.1365,0.00125452,0.00125452,0.00125452
39,4525.39,0.66241,0.57217,1.11603,0.90824,0.94532,0.92822,0.68915,0.62699,0.50087,1.09174,0.0012498,0.0012498,0.0012498
40,4634.91,0.63967,0.58362,1.08425,0.92997,0.89663,0.90284,0.67313,0.65834,0.56161,1.05622,0.00124509,0.00124509,0.00124509
41,4743.58,0.65876,0.58019,1.10779,0.9376,0.85507,0.92208,0.66684,0.625,0.5142,1.01919,0.00124037,0.00124037,0.00124037
42,4852.49,0.65782,0.56503,1.10257,0.89446,0.9179,0.92183,0.68345,0.6218,0.5333,1.03698,0.00123566,0.00123566,0.00123566
43,4962.19,0.64418,0.57201,1.09223,0.89505,0.92853,0.93035,0.74042,0.52972,0.51083,0.93896,0.00123094,0.00123094,0.00123094
44,5072.37,0.6616,0.55979,1.10878,0.9079,0.91953,0.94352,0.70942,0.56891,0.45962,0.98665,0.00122622,0.00122622,0.00122622
45,5183,0.62643,0.52968,1.0814,0.88652,0.92585,0.91595,0.68923,0.56389,0.48298,0.97262,0.00122151,0.00122151,0.00122151
46,5293.31,0.6225,0.55387,1.07316,0.85217,0.96667,0.94722,0.69961,0.52399,0.4585,0.94326,0.00121679,0.00121679,0.00121679
47,5402.17,0.61575,0.52404,1.08234,0.82137,0.87512,0.89655,0.65479,0.57964,0.47617,0.99087,0.00121208,0.00121208,0.00121208
48,5510.35,0.62709,0.54064,1.07696,0.87996,0.9241,0.91537,0.72228,0.53833,0.45389,0.96145,0.00120736,0.00120736,0.00120736
49,5620.32,0.59584,0.51889,1.06706,0.86342,0.96667,0.96349,0.74603,0.49921,0.43517,0.92557,0.00120265,0.00120265,0.00120265
50,5729.18,0.61929,0.53254,1.07458,0.83688,0.93333,0.94632,0.77219,0.50719,0.45826,0.94185,0.00119793,0.00119793,0.00119793
51,5839.87,0.62952,0.53551,1.07233,0.89799,0.93333,0.96176,0.76676,0.51223,0.42843,0.94891,0.00119322,0.00119322,0.00119322
52,5947.99,0.60196,0.50198,1.07054,0.9533,0.93333,0.96907,0.77348,0.51851,0.39574,0.94087,0.0011885,0.0011885,0.0011885
53,6057.21,0.621,0.50427,1.08776,0.91463,0.99206,0.97977,0.77213,0.5105,0.3783,0.93159,0.00118378,0.00118378,0.00118378
54,6167.33,0.60168,0.50354,1.08221,0.91413,0.9664,0.98547,0.77816,0.53685,0.41071,0.93617,0.00117907,0.00117907,0.00117907
55,6277.13,0.62414,0.53324,1.08398,0.93063,0.97339,0.98886,0.76918,0.55163,0.40982,0.98598,0.00117435,0.00117435,0.00117435
56,6385.37,0.55643,0.47704,1.03315,0.90159,0.93069,0.98831,0.80693,0.48487,0.42475,0.91763,0.00116964,0.00116964,0.00116964
57,6494.54,0.58143,0.48082,1.03671,0.87347,0.89197,0.90803,0.72094,0.54752,0.48532,0.9831,0.00116492,0.00116492,0.00116492
58,6605.71,0.59461,0.483,1.04729,0.88324,0.93004,0.92333,0.73962,0.4716,0.40781,0.89971,0.00116021,0.00116021,0.00116021
59,6714.42,0.5996,0.51362,1.06391,0.94518,0.96265,0.94566,0.74403,0.51227,0.41205,0.93748,0.00115549,0.00115549,0.00115549
60,6824.79,0.57532,0.49875,1.04765,0.87708,0.91892,0.95916,0.75741,0.52954,0.42741,0.97699,0.00115077,0.00115077,0.00115077
61,6934.19,0.58538,0.49695,1.06537,0.83748,0.87716,0.91887,0.73924,0.52599,0.40213,0.97205,0.00114606,0.00114606,0.00114606
62,7044.09,0.55711,0.4621,1.04899,0.88235,0.91354,0.93339,0.74984,0.53217,0.41821,0.94856,0.00114134,0.00114134,0.00114134
63,7153.11,0.57121,0.47137,1.05857,0.90921,0.93333,0.94428,0.72844,0.57644,0.37392,0.97537,0.00113663,0.00113663,0.00113663
64,7261.7,0.56625,0.4712,1.06033,0.90564,0.9,0.95492,0.76488,0.5072,0.36443,0.93409,0.00113191,0.00113191,0.00113191
65,7371.88,0.55454,0.4879,1.04679,0.92269,0.89247,0.95273,0.76381,0.48626,0.37457,0.92032,0.0011272,0.0011272,0.0011272
66,7480.49,0.55217,0.4541,1.04388,0.9495,0.92713,0.95241,0.75874,0.50769,0.3919,0.95302,0.00112248,0.00112248,0.00112248
67,7592.3,0.52917,0.44219,1.04616,0.87779,0.93689,0.96002,0.76161,0.53528,0.40241,0.97157,0.00111776,0.00111776,0.00111776
68,7700.7,0.55251,0.44954,1.0368,0.91371,0.925,0.95065,0.75581,0.55256,0.39118,0.94287,0.00111305,0.00111305,0.00111305
69,7810.2,0.5313,0.43168,1.02523,0.88345,0.9837,0.96137,0.78741,0.49215,0.38875,0.92619,0.00110833,0.00110833,0.00110833
70,7919.27,0.55541,0.45766,1.04488,0.94897,0.89439,0.97324,0.75617,0.54215,0.40421,0.96629,0.00110362,0.00110362,0.00110362
71,8028.49,0.52759,0.46872,1.02245,0.93223,0.99698,0.96278,0.73511,0.48451,0.38121,0.92664,0.0010989,0.0010989,0.0010989
72,8136.41,0.54178,0.44206,1.0378,0.94007,0.96667,0.96674,0.77197,0.46529,0.36607,0.90909,0.00109419,0.00109419,0.00109419
73,8247.47,0.52111,0.44688,1.02412,0.92847,0.92932,0.94618,0.71084,0.55795,0.41265,1.00786,0.00108947,0.00108947,0.00108947
74,8356.77,0.55512,0.45457,1.0456,0.82968,0.88702,0.89633,0.63912,0.55587,0.42558,1.0038,0.00108475,0.00108475,0.00108475
75,8465.17,0.57105,0.46545,1.05417,0.94887,0.97401,0.9767,0.78396,0.51572,0.3713,0.92851,0.00108004,0.00108004,0.00108004
76,8574.38,0.51332,0.43876,1.02189,0.88263,0.99598,0.96026,0.76498,0.52471,0.36822,0.93,0.00107532,0.00107532,0.00107532
77,8682.67,0.54461,0.45692,1.04311,0.95084,0.95863,0.96334,0.77204,0.56193,0.39479,0.95181,0.00107061,0.00107061,0.00107061
78,8792.1,0.54333,0.43761,1.0205,0.94232,0.98443,0.98193,0.70139,0.60812,0.39118,1.00978,0.00106589,0.00106589,0.00106589
79,8901.92,0.54958,0.45995,1.05752,0.92822,0.99197,0.97328,0.76342,0.52908,0.36238,0.93716,0.00106118,0.00106118,0.00106118
80,9010.97,0.55382,0.44359,1.03428,0.87211,0.95863,0.97173,0.79464,0.45529,0.36496,0.88705,0.00105646,0.00105646,0.00105646
81,9118.75,0.49629,0.42422,1.00384,0.87598,0.9253,0.93105,0.73398,0.50006,0.39965,0.93108,0.00105174,0.00105174,0.00105174
82,9227.58,0.52053,0.42152,1.0363,0.85554,0.95453,0.95718,0.77751,0.47656,0.36619,0.90132,0.00104703,0.00104703,0.00104703
83,9336.47,0.52629,0.44527,1.03954,0.83553,0.96667,0.91999,0.76406,0.45378,0.36255,0.88474,0.00104231,0.00104231,0.00104231
84,9447.35,0.54058,0.4194,1.03948,0.89972,0.86272,0.93076,0.73884,0.46678,0.36745,0.8932,0.0010376,0.0010376,0.0010376
85,9557.51,0.51602,0.41492,1.02289,0.89696,0.93333,0.95287,0.76632,0.46046,0.35355,0.89274,0.00103288,0.00103288,0.00103288
86,9669.11,0.51398,0.4343,1.01851,0.86174,0.93333,0.93587,0.75522,0.4856,0.36576,0.9241,0.00102817,0.00102817,0.00102817
87,9781.81,0.5226,0.4151,1.0118,0.87504,0.93333,0.92717,0.72559,0.48467,0.3601,0.91489,0.00102345,0.00102345,0.00102345
88,9890.21,0.5419,0.44161,1.04311,0.8371,0.96667,0.93854,0.74429,0.4705,0.32999,0.91108,0.00101873,0.00101873,0.00101873
89,9999.79,0.51904,0.41893,1.02522,0.87179,0.93333,0.95677,0.76114,0.43992,0.31555,0.8807,0.00101402,0.00101402,0.00101402
90,10108.7,0.49904,0.42154,1.01107,0.91886,0.9636,0.95081,0.78171,0.44549,0.32187,0.91488,0.0010093,0.0010093,0.0010093
91,10216.3,0.51665,0.4262,1.01304,0.88642,1,0.98295,0.77583,0.50665,0.35264,0.96214,0.00100459,0.00100459,0.00100459
92,10325.4,0.49538,0.39453,1.01069,0.88635,0.99598,0.98255,0.77248,0.51395,0.38183,0.99239,0.000999871,0.000999871,0.000999871
93,10432.7,0.53465,0.45192,1.04533,0.87905,0.96238,0.95646,0.71304,0.49679,0.40238,0.94704,0.000995156,0.000995156,0.000995156
94,10542.4,0.48435,0.40489,1.00947,0.91469,0.96667,0.97937,0.78982,0.45386,0.34414,0.91675,0.00099044,0.00099044,0.00099044
95,10651.5,0.50336,0.39446,1.00724,0.92464,0.99598,0.97224,0.78936,0.47366,0.32601,0.91283,0.000985724,0.000985724,0.000985724
96,10759.6,0.50736,0.41724,1.0131,0.91944,0.96497,0.97952,0.76918,0.48811,0.33388,0.92254,0.000981008,0.000981008,0.000981008
97,10868.3,0.51577,0.40978,1.0187,0.92764,0.91478,0.95747,0.797,0.47563,0.32984,0.91852,0.000976293,0.000976293,0.000976293
98,10977.5,0.53062,0.42507,1.04969,0.91803,0.93312,0.95869,0.80696,0.46442,0.33426,0.89849,0.000971577,0.000971577,0.000971577
99,11087.8,0.502,0.40318,1.01113,0.86358,0.97772,0.97012,0.78356,0.46463,0.3381,0.90733,0.000966861,0.000966861,0.000966861
100,11198.8,0.49293,0.39832,0.99825,0.9066,0.90188,0.97012,0.79456,0.49399,0.38758,0.92309,0.000962146,0.000962146,0.000962146
101,11306.2,0.50577,0.42378,1.02249,0.89362,0.95956,0.97246,0.79099,0.49619,0.36228,0.93123,0.00095743,0.00095743,0.00095743
102,11415,0.47934,0.40218,1.00295,0.94944,1,0.97335,0.80823,0.47217,0.33447,0.90279,0.000952714,0.000952714,0.000952714
103,11524.7,0.4988,0.41878,1.02759,0.94425,0.99968,0.97981,0.79555,0.48509,0.31469,0.91617,0.000947999,0.000947999,0.000947999
104,11633.3,0.52636,0.42679,1.02615,0.84013,0.99165,0.97835,0.7749,0.51277,0.34402,0.94427,0.000943283,0.000943283,0.000943283
105,11743.6,0.47356,0.39702,1.02344,0.9514,0.95261,0.98037,0.76764,0.49575,0.31513,0.92508,0.000938567,0.000938567,0.000938567
106,11852.9,0.46252,0.3943,0.99324,0.91335,0.93333,0.96168,0.77294,0.45125,0.31331,0.90984,0.000933851,0.000933851,0.000933851
107,11961.1,0.4753,0.38212,1.02145,0.90381,1,0.96769,0.78089,0.44695,0.32151,0.92202,0.000929136,0.000929136,0.000929136
108,12070.3,0.46334,0.37818,1.00266,0.91121,0.96667,0.96941,0.78595,0.44846,0.32158,0.90886,0.00092442,0.00092442,0.00092442
109,12179.1,0.45443,0.40038,0.9926,0.87485,0.86265,0.87739,0.70957,0.46595,0.375,0.90506,0.000919704,0.000919704,0.000919704
110,12287.1,0.4628,0.38234,1.00514,0.85403,0.82972,0.85907,0.66969,0.48635,0.37889,0.92096,0.000914989,0.000914989,0.000914989
111,12396.1,0.48396,0.38456,1.01073,0.88774,0.96265,0.95252,0.73095,0.45068,0.31295,0.89066,0.000910273,0.000910273,0.000910273
112,12504.4,0.53611,0.4256,1.05698,0.89182,0.96667,0.94071,0.66482,0.5156,0.33416,0.97104,0.000905557,0.000905557,0.000905557
113,12613.5,0.49338,0.40035,1.01649,0.93187,0.96192,0.96259,0.76024,0.44816,0.32344,0.91852,0.000900842,0.000900842,0.000900842
114,12721.7,0.45437,0.37552,0.99143,0.9208,0.96265,0.95007,0.78353,0.47076,0.3116,0.93479,0.000896126,0.000896126,0.000896126
115,12830,0.48702,0.3815,1.01049,0.91277,0.97165,0.96571,0.77857,0.43815,0.31234,0.88855,0.00089141,0.00089141,0.00089141
116,12938.8,0.48303,0.39957,1.0085,0.91784,0.93333,0.95904,0.77743,0.42428,0.31518,0.8826,0.000886694,0.000886694,0.000886694
117,13046.9,0.49171,0.37777,1.02517,0.94224,0.9579,0.975,0.80529,0.4417,0.31015,0.87302,0.000881979,0.000881979,0.000881979
118,13155.7,0.48286,0.38477,1.01245,0.89772,0.95896,0.95341,0.80075,0.44015,0.30719,0.8858,0.000877263,0.000877263,0.000877263
119,13264.4,0.46426,0.38835,1.00451,0.95052,0.94065,0.98362,0.81607,0.44765,0.30923,0.90252,0.000872547,0.000872547,0.000872547
120,13373.9,0.4569,0.38295,0.98802,0.89603,0.96197,0.97278,0.80404,0.46074,0.31304,0.9067,0.000867832,0.000867832,0.000867832
121,13481.1,0.43907,0.3627,0.97963,0.88301,0.96647,0.97048,0.78227,0.46583,0.31057,0.90811,0.000863116,0.000863116,0.000863116
122,13590,0.46113,0.3717,0.99953,0.83893,0.93223,0.96078,0.74815,0.47428,0.32834,0.91895,0.0008584,0.0008584,0.0008584
123,13698.3,0.49339,0.38397,1.0206,0.80588,0.9,0.95927,0.76627,0.47289,0.34945,0.91176,0.000853685,0.000853685,0.000853685
124,13806.7,0.46405,0.35631,0.99708,0.86715,0.96667,0.965,0.80712,0.43181,0.31237,0.87734,0.000848969,0.000848969,0.000848969
125,13915.7,0.46735,0.36984,1.0057,0.92196,0.9664,0.95833,0.79394,0.42657,0.30581,0.87644,0.000844253,0.000844253,0.000844253
126,14024.7,0.47261,0.36949,1.00148,0.92936,0.96999,0.96485,0.78295,0.45731,0.30429,0.8963,0.000839537,0.000839537,0.000839537
127,14133.1,0.47953,0.37943,1.00229,0.95002,0.97038,0.96485,0.81311,0.43884,0.29454,0.88185,0.000834822,0.000834822,0.000834822
128,14243.5,0.44521,0.35866,0.988,0.90191,1,0.97064,0.82351,0.43083,0.30679,0.87441,0.000830106,0.000830106,0.000830106
129,14352.5,0.44653,0.34933,0.99428,0.90505,1,0.97355,0.80444,0.44287,0.31675,0.88941,0.00082539,0.00082539,0.00082539
130,14461.8,0.44313,0.35256,0.98219,0.90086,0.99861,0.96773,0.82202,0.42941,0.28644,0.89351,0.000820675,0.000820675,0.000820675
131,14569.5,0.44862,0.3526,0.98622,0.9093,1,0.97072,0.81053,0.43442,0.30004,0.87716,0.000815959,0.000815959,0.000815959
132,14678.7,0.46943,0.37218,1.01178,0.91021,0.89598,0.93208,0.75644,0.47288,0.31982,0.90342,0.000811243,0.000811243,0.000811243
133,14790.7,0.4531,0.36581,1.0043,0.91006,0.90595,0.96074,0.76196,0.44516,0.30788,0.90335,0.000806528,0.000806528,0.000806528
134,14898.1,0.46049,0.3734,1.0032,0.90596,0.93252,0.96454,0.75029,0.45526,0.29201,0.91088,0.000801812,0.000801812,0.000801812
135,15007,0.42661,0.35873,0.99142,0.941,0.89579,0.94391,0.75676,0.43625,0.30264,0.89204,0.000797096,0.000797096,0.000797096
136,15117.1,0.45985,0.35843,0.99412,0.89029,0.89932,0.92729,0.71326,0.47476,0.32523,0.94029,0.00079238,0.00079238,0.00079238
137,15225.5,0.42575,0.35016,0.97689,0.9242,0.92932,0.91364,0.73316,0.44872,0.32393,0.90722,0.000787665,0.000787665,0.000787665
138,15333.5,0.47262,0.36537,1.02738,0.89896,0.92932,0.8924,0.74535,0.4537,0.32401,0.895,0.000782949,0.000782949,0.000782949
139,15442.8,0.44765,0.35751,0.99831,0.91203,0.92944,0.91042,0.7696,0.44614,0.29781,0.89849,0.000778233,0.000778233,0.000778233
140,15552,0.46326,0.3528,0.99975,0.9074,0.94228,0.96761,0.79277,0.46484,0.30095,0.92457,0.000773518,0.000773518,0.000773518
141,15660.9,0.46214,0.35196,1.00032,0.91405,0.92907,0.94713,0.75704,0.46261,0.31672,0.90997,0.000768802,0.000768802,0.000768802
142,15769.9,0.43634,0.3483,0.98462,0.87694,0.95279,0.94246,0.73469,0.4702,0.31286,0.93758,0.000764086,0.000764086,0.000764086
143,15879.4,0.4399,0.3546,0.98971,0.89917,0.96667,0.95961,0.79561,0.46,0.3032,0.92347,0.000759371,0.000759371,0.000759371
144,15989,0.44333,0.36159,0.9898,0.89962,0.9,0.91895,0.75935,0.41037,0.31662,0.8757,0.000754655,0.000754655,0.000754655
145,16098.1,0.44272,0.35143,0.98072,0.90223,0.92615,0.9257,0.76707,0.45663,0.32194,0.89989,0.000749939,0.000749939,0.000749939
146,16207.1,0.43533,0.35297,0.9829,0.86816,0.93333,0.92016,0.76126,0.45194,0.30725,0.9058,0.000745223,0.000745223,0.000745223
147,16316,0.42127,0.34199,0.97129,0.90554,0.96143,0.93593,0.77199,0.46699,0.30571,0.91907,0.000740508,0.000740508,0.000740508
148,16424.5,0.45547,0.38881,0.99796,0.87146,0.96667,0.9352,0.78212,0.45244,0.29964,0.92076,0.000735792,0.000735792,0.000735792
149,16534.8,0.42113,0.3494,0.96782,0.89232,0.9,0.97409,0.78954,0.45303,0.31232,0.92362,0.000731076,0.000731076,0.000731076
150,16643.4,0.41739,0.33035,0.97421,0.86901,0.90813,0.98284,0.79832,0.46334,0.315,0.91834,0.000726361,0.000726361,0.000726361
151,16750.9,0.43894,0.34348,0.98278,0.87769,0.95248,0.97237,0.77782,0.45996,0.30373,0.90835,0.000721645,0.000721645,0.000721645
152,16859.1,0.44527,0.34646,0.99646,0.87385,0.92715,0.9428,0.78871,0.45394,0.34341,0.90951,0.000716929,0.000716929,0.000716929
153,16969.2,0.43008,0.35011,0.97815,0.8972,0.91304,0.93456,0.78216,0.45049,0.33021,0.90536,0.000712214,0.000712214,0.000712214
154,17078.1,0.4118,0.33025,0.96778,0.90724,0.9,0.9298,0.76739,0.46872,0.31496,0.93726,0.000707498,0.000707498,0.000707498
155,17186.5,0.44123,0.35043,0.98328,0.90999,0.9,0.94567,0.78861,0.47253,0.2957,0.93292,0.000702782,0.000702782,0.000702782
156,17295.1,0.44174,0.34544,0.9897,0.90487,0.9356,0.94816,0.79353,0.4302,0.28079,0.92298,0.000698066,0.000698066,0.000698066
157,17403.4,0.42376,0.33321,0.99016,0.90318,0.93333,0.95042,0.82082,0.41622,0.28265,0.9133,0.000693351,0.000693351,0.000693351
158,17512.3,0.40741,0.31396,0.97673,0.87827,0.93333,0.93592,0.79851,0.3997,0.31392,0.88493,0.000688635,0.000688635,0.000688635
159,17620.6,0.42597,0.34955,0.99784,0.896,0.93131,0.90962,0.77156,0.41529,0.31687,0.89339,0.000683919,0.000683919,0.000683919
160,17728.7,0.44256,0.35596,0.99651,0.91139,0.93333,0.89815,0.7559,0.45057,0.3136,0.92337,0.000679204,0.000679204,0.000679204
161,17837.9,0.408,0.31778,0.96094,0.84954,0.96142,0.93666,0.74805,0.43632,0.30858,0.89775,0.000674488,0.000674488,0.000674488
162,17947.7,0.43059,0.35091,0.9841,0.89092,0.93333,0.95,0.77386,0.42643,0.30986,0.88376,0.000669772,0.000669772,0.000669772
163,18056.3,0.43098,0.34111,0.98831,0.9043,0.93297,0.94125,0.78822,0.41335,0.29388,0.88697,0.000665057,0.000665057,0.000665057
164,18165.4,0.39241,0.31875,0.95479,0.91166,0.93333,0.92034,0.7643,0.41263,0.31641,0.8986,0.000660341,0.000660341,0.000660341
165,18274.9,0.40038,0.3087,0.95943,0.91252,0.93333,0.92456,0.75843,0.43113,0.30375,0.90385,0.000655625,0.000655625,0.000655625
166,18385.9,0.42004,0.33298,0.97566,0.87466,0.96126,0.97843,0.79796,0.43603,0.30219,0.89551,0.000650909,0.000650909,0.000650909
167,18494.8,0.41547,0.32579,0.97261,0.87571,0.92939,0.95423,0.77709,0.4414,0.29996,0.89037,0.000646194,0.000646194,0.000646194
168,18602.7,0.40892,0.33535,0.96465,0.89727,0.93077,0.95402,0.77467,0.43827,0.30836,0.89652,0.000641478,0.000641478,0.000641478
169,18711.4,0.40869,0.34153,0.97599,0.87587,0.95037,0.94569,0.8039,0.42475,0.29862,0.91827,0.000636762,0.000636762,0.000636762
170,18821,0.40403,0.331,0.97547,0.86445,0.93333,0.94629,0.80342,0.4004,0.29759,0.89106,0.000632047,0.000632047,0.000632047
171,18929.7,0.39819,0.30588,0.95874,0.89492,0.9,0.94754,0.7974,0.41505,0.28323,0.88899,0.000627331,0.000627331,0.000627331
172,19039.9,0.4044,0.31623,0.96534,0.91172,0.9,0.94435,0.79803,0.39066,0.29112,0.86561,0.000622615,0.000622615,0.000622615
173,19147,0.40664,0.32145,0.97758,0.91461,0.9,0.94832,0.81803,0.41365,0.29198,0.88417,0.0006179,0.0006179,0.0006179
174,19256,0.39937,0.32924,0.96003,0.91434,0.9,0.93237,0.79223,0.40638,0.28682,0.86973,0.000613184,0.000613184,0.000613184
175,19365.7,0.38339,0.32983,0.94741,0.82076,0.92608,0.91871,0.77837,0.40474,0.30317,0.8754,0.000608468,0.000608468,0.000608468
176,19474.3,0.40553,0.3134,0.95922,0.81038,0.96667,0.94035,0.76124,0.42903,0.30938,0.89147,0.000603752,0.000603752,0.000603752
177,19582.4,0.40069,0.32268,0.96954,0.84979,0.96667,0.9627,0.77525,0.43841,0.31299,0.88955,0.000599037,0.000599037,0.000599037
178,19690.9,0.39313,0.32243,0.96873,0.89097,0.96167,0.96278,0.80054,0.42388,0.29855,0.8755,0.000594321,0.000594321,0.000594321
179,19800.6,0.38929,0.32618,0.95907,0.90676,0.96667,0.95564,0.80649,0.42799,0.30365,0.90072,0.000589605,0.000589605,0.000589605
180,19909.7,0.40015,0.32192,0.97148,0.89942,0.96329,0.96064,0.82516,0.43006,0.27768,0.92003,0.00058489,0.00058489,0.00058489
181,20017.4,0.41936,0.32784,0.97062,0.90248,0.94808,0.97274,0.82745,0.44069,0.28274,0.91432,0.000580174,0.000580174,0.000580174
182,20125.8,0.40681,0.31702,0.96833,0.90216,0.96667,0.96056,0.81439,0.43144,0.27629,0.92042,0.000575458,0.000575458,0.000575458
183,20234.6,0.38168,0.30874,0.97344,0.89985,0.95861,0.96944,0.81127,0.42344,0.27983,0.9073,0.000570743,0.000570743,0.000570743
184,20344.1,0.38397,0.30876,0.96675,0.88467,0.93121,0.9576,0.82007,0.41842,0.27907,0.88763,0.000566027,0.000566027,0.000566027
