epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,479.175,0.44865,0.86618,1.05286,0.84339,0.94417,0.995,0.77103,0.87375,2.04837,1.79606,0.000329859,0.000329859,0.000329859
76,485.371,0.38261,0.73969,0.94998,0.84339,0.94417,0.995,0.77103,0.87375,2.04837,1.79606,0.000321939,0.000321939,0.000321939
77,491.483,0.44705,0.79758,1.04443,0.84339,0.94417,0.995,0.77103,0.87375,2.04837,1.79606,0.000313689,0.000313689,0.000313689
78,497.644,0.35132,0.74164,0.96088,0.83915,0.94369,0.995,0.796,0.88188,1.9869,1.76028,0.000305109,0.000305109,0.000305109
79,503.906,0.37442,0.70865,0.95758,0.83915,0.94369,0.995,0.796,0.88188,1.9869,1.76028,0.000296199,0.000296199,0.000296199
80,509.989,0.42784,0.98396,1.06553,0.83915,0.94369,0.995,0.796,0.88188,1.9869,1.76028,0.000286959,0.000286959,0.000286959
81,516.485,0.41099,0.75628,0.98763,0.8402,0.95574,0.995,0.796,0.89032,1.91295,1.75487,0.000277389,0.000277389,0.000277389
82,523.07,0.39521,0.77041,1.00672,0.8402,0.95574,0.995,0.796,0.89032,1.91295,1.75487,0.000267488,0.000267488,0.000267488
83,529.354,0.45794,0.8399,1.00468,0.8402,0.95574,0.995,0.796,0.89032,1.91295,1.75487,0.000257258,0.000257258,0.000257258
84,535.896,0.39876,0.73989,0.99784,0.84138,0.97129,0.995,0.77103,0.87108,1.85728,1.76828,0.000246698,0.000246698,0.000246698
85,542.104,0.39621,0.6977,0.97583,0.84138,0.97129,0.995,0.77103,0.87108,1.85728,1.76828,0.000235807,0.000235807,0.000235807
86,548.358,0.38217,0.73446,0.94102,0.84138,0.97129,0.995,0.77103,0.87108,1.85728,1.76828,0.000224587,0.000224587,0.000224587
87,556.521,0.35219,0.72696,0.9707,0.84138,0.97129,0.995,0.77103,0.87108,1.85728,1.76828,0.000213036,0.000213036,0.000213036
88,564.764,0.44647,0.83139,0.98235,0.85062,0.97905,0.995,0.79581,0.90026,1.7373,1.8156,0.000201155,0.000201155,0.000201155
89,572.042,0.35544,0.79,0.97316,0.85062,0.97905,0.995,0.79581,0.90026,1.7373,1.8156,0.000188944,0.000188944,0.000188944
90,579.466,0.45989,0.79109,1.06091,0.85062,0.97905,0.995,0.79581,0.90026,1.7373,1.8156,0.000176404,0.000176404,0.000176404
91,585.618,0.27598,1.23284,0.86521,0.85062,0.97905,0.995,0.79581,0.90026,1.7373,1.8156,0.000163533,0.000163533,0.000163533
92,591.874,0.25457,1.16441,0.88705,0.85365,0.9785,0.995,0.7337,0.93258,1.72803,1.85146,0.000150332,0.000150332,0.000150332
93,597.939,0.29572,1.31258,0.99416,0.85365,0.9785,0.995,0.7337,0.93258,1.72803,1.85146,0.000136801,0.000136801,0.000136801
94,604.331,0.26322,1.20399,0.92902,0.85365,0.9785,0.995,0.7337,0.93258,1.72803,1.85146,0.00012294,0.00012294,0.00012294
95,610.686,0.32966,1.30574,0.93983,0.85365,0.9785,0.995,0.7337,0.93258,1.72803,1.85146,0.000108748,0.000108748,0.000108748
96,616.802,0.29987,1.28071,0.89269,0.85831,0.97985,0.995,0.68421,0.99342,1.76244,1.89385,9.42272e-05,9.42272e-05,9.42272e-05
97,622.865,0.31801,1.22787,0.94233,0.85831,0.97985,0.995,0.68421,0.99342,1.76244,1.89385,7.93759e-05,7.93759e-05,7.93759e-05
98,628.967,0.34306,1.24225,1.01556,0.85831,0.97985,0.995,0.68421,0.99342,1.76244,1.89385,6.41945e-05,6.41945e-05,6.41945e-05
99,635.335,0.29808,1.19123,0.95835,0.85831,0.97985,0.995,0.68421,0.99342,1.76244,1.89385,4.86831e-05,4.86831e-05,4.86831e-05
100,641.453,0.27203,1.20009,0.93061,0.8693,0.98177,0.995,0.73369,0.97834,1.69869,1.86772,3.28416e-05,3.28416e-05,3.28416e-05
