epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,18896.6,0.67216,0.58741,1.09845,0.83377,0.89034,0.93206,0.77028,0.66841,0.57327,1.1116,0.0025,0.0025,0.0025
52,19269.7,0.6556,0.57316,1.09314,0.9277,0.84506,0.94605,0.78778,0.63132,0.61252,1.08731,0.00235,0.00235,0.00235
53,19639.7,0.6616,0.56946,1.10163,0.82549,0.91231,0.9475,0.79301,0.62187,0.56855,1.07931,0.0022,0.0022,0.0022
54,20008.4,0.63939,0.55658,1.09586,0.82581,0.94181,0.95294,0.80419,0.61892,0.55281,1.07386,0.00205,0.00205,0.00205
55,20377.8,0.64653,0.55093,1.09888,0.81796,0.92619,0.9516,0.78698,0.65522,0.58954,1.10889,0.0019,0.0019,0.0019
56,20746.2,0.64094,0.5462,1.08471,0.84187,0.90005,0.96078,0.79766,0.64146,0.54521,1.10379,0.00175,0.00175,0.00175
57,21113.7,0.51792,0.44456,1.02137,0.83926,0.93045,0.96242,0.78749,0.63558,0.56715,1.09337,0.0016,0.0016,0.0016
58,21479.9,0.49261,0.409,0.99914,0.92084,0.84205,0.94605,0.78339,0.61912,0.6084,1.0721,0.00145,0.00145,0.00145
59,21847.2,0.47306,0.39101,0.98768,0.84216,0.92736,0.9633,0.81599,0.59084,0.50807,1.05305,0.0013,0.0013,0.0013
60,22213.1,0.46964,0.38675,0.97349,0.81416,0.92587,0.96285,0.81507,0.58868,0.52757,1.04062,0.00115,0.00115,0.00115
61,22578.6,0.45699,0.37319,0.97964,0.83118,0.9044,0.95541,0.81196,0.59283,0.55867,1.04943,0.001,0.001,0.001
62,22946.9,0.43813,0.36585,0.95883,0.85413,0.88884,0.95906,0.80999,0.57999,0.54164,1.03697,0.00085,0.00085,0.00085
63,23314.1,0.44952,0.35995,0.96409,0.86605,0.89182,0.95721,0.81965,0.57694,0.50967,1.03718,0.0007,0.0007,0.0007
64,23679.8,0.42724,0.34272,0.96169,0.84908,0.90337,0.95768,0.81401,0.57773,0.52844,1.03085,0.00055,0.00055,0.00055
65,24051.4,0.424,0.3379,0.95201,0.86246,0.89766,0.95408,0.81895,0.56583,0.53238,1.02405,0.0004,0.0004,0.0004
66,24421.5,0.41293,0.3271,0.9514,0.84811,0.90052,0.95445,0.82477,0.55109,0.53056,1.0215,0.00025,0.00025,0.00025
